datetime,symbol,predicted_return,position,actual_log_return,weight_relative,weight_sign
2025-04-30 13:19:00,MU,-8.888700904208235e-06,-0.008888466283679008,0.0005316321039572358,-0.620592474937439,-1.0
2025-04-30 13:19:00,NVDA,-5.434136710391613e-06,-0.005434082821011543,9.616281749913469e-05,-0.37940752506256104,-1.0
2025-04-30 13:49:00,AMD,2.631021743582096e-05,0.026304148137569427,0.0009687836864031851,0.2291671186685562,1.0
2025-04-30 13:49:00,AVGO,2.5664739951025695e-05,0.025659104809165,0.0007832124829292297,0.22354736924171448,1.0
2025-04-30 13:49:00,NVDA,2.5632889446569607e-05,0.025627275928854942,0.0011677605798467994,0.22327005863189697,1.0
2025-04-30 13:49:00,MU,2.4041761207627133e-05,0.024037130177021027,0.000791870173998177,0.20941638946533203,1.0
2025-04-30 13:49:00,AMAT,1.3154610314813908e-05,0.01315385103225708,0.0012139197206124663,0.11459903419017792,1.0
2025-04-30 14:19:00,AMD,-9.407889592694119e-06,-0.009407611563801765,-0.00019620012608356774,-0.3967757523059845,-1.0
2025-04-30 14:19:00,MU,-7.511571766372072e-06,-0.007511429954320192,-0.00026229507056996226,-0.31680235266685486,-1.0
2025-04-30 14:19:00,AVGO,-3.6442525015445426e-06,-0.0036442363634705544,0.00021779055532533675,-0.15369944274425507,-1.0
2025-04-30 14:19:00,NVDA,-2.8644062695093453e-06,-0.0028643982950598,-5.66772032470908e-05,-0.12080896645784378,-1.0
2025-04-30 14:19:00,AMAT,-2.8246964234313054e-07,-0.00028246964211575687,0.00013390465755946934,-0.011913449503481388,-1.0
2025-04-30 14:49:00,AVGO,-7.74824366089888e-06,-0.007748088333755732,0.001357808941975236,-0.4873547852039337,-1.0
2025-04-30 14:49:00,AMD,3.7322922707971884e-06,0.003732274519279599,0.001124227186664939,0.2347600907087326,1.0
2025-04-30 14:49:00,AMAT,1.7093442465920816e-06,0.0017093425849452615,0.0016042784554883838,0.10751765966415405,1.0
2025-04-30 14:49:00,NVDA,1.5711497098891414e-06,0.0015711484011262655,0.001206384738907218,0.09882523864507675,1.0
2025-04-30 14:49:00,MU,-1.1373957704563509e-06,-0.001137395272962749,0.0006264243857003748,-0.0715421661734581,-1.0
2025-04-30 15:19:00,AMD,2.0146397218923084e-05,0.020143670961260796,0.0011407830752432346,0.27751967310905457,1.0
2025-04-30 15:19:00,NVDA,1.9040158804273233e-05,0.01903785765171051,0.0010787221835926175,0.26228487491607666,1.0
2025-04-30 15:19:00,MU,1.3659388969244901e-05,0.013658539392054081,0.0019019517349079251,0.18817391991615295,1.0
2025-04-30 15:19:00,AVGO,1.2032428458041977e-05,0.012031846679747105,0.0012055456172674894,0.16576294600963593,1.0
2025-04-30 15:19:00,AMAT,7.71289433032507e-06,0.007712740916758776,0.0008029979071579874,0.10625855624675751,1.0
2025-04-30 15:49:00,AVGO,-7.910298336355481e-06,-0.007910133339464664,0.0033024356234818697,-0.36196064949035645,-1.0
2025-04-30 15:49:00,AMAT,6.995055628067348e-06,0.006994941271841526,0.0015294081531465054,0.32008227705955505,1.0
2025-04-30 15:49:00,MU,-6.046379439794691e-06,-0.006046305410563946,0.002081437036395073,-0.2766735553741455,-1.0
2025-04-30 15:49:00,AMD,-5.747266413891339e-07,-0.0005747265531681478,0.002576656872406602,-0.026298975571990013,-1.0
2025-04-30 15:49:00,NVDA,-3.274655284712935e-07,-0.00032746547367423773,0.004039403051137924,-0.01498452853411436,-1.0
2025-05-02 12:50:00,AMAT,2.379510442551691e-05,0.023790612816810608,0.00032070811721496284,0.2883383333683014,1.0
2025-05-02 12:50:00,MU,1.880167292256374e-05,0.01879945769906044,-0.00019400095334276557,0.22784635424613953,1.0
2025-05-02 12:50:00,AMD,1.689940290816594e-05,0.016897791996598244,0.0008529641199856997,0.20479848980903625,1.0
2025-05-02 12:50:00,NVDA,1.4269900020735804e-05,0.01426893100142479,0.0003931247047148645,0.17293711006641388,1.0
2025-05-02 12:50:00,AVGO,8.75278692546999e-06,0.008752563036978245,0.0010743762832134962,0.10607963800430298,1.0
2025-05-02 13:20:00,AMD,1.4989186638558749e-05,0.014988063834607601,0.0008049909956753254,0.3301410377025604,1.0
2025-05-02 13:20:00,NVDA,1.187014004244702e-05,0.011869581416249275,0.0013988461578264832,0.2614504396915436,1.0
2025-05-02 13:20:00,AVGO,7.189335519797169e-06,0.007189211435616016,0.0010498688789084554,0.15835626423358917,1.0
2025-05-02 13:20:00,AMAT,6.209641469467897e-06,0.006209561135619879,0.0005776822217740119,0.13677756488323212,1.0
2025-05-02 13:20:00,MU,5.142604095453862e-06,0.005142558831721544,0.001140379928983748,0.11327478289604187,1.0
2025-05-02 13:50:00,NVDA,1.7303938875556923e-05,0.01730221137404442,0.0003058438014704734,0.44472044706344604,1.0
2025-05-02 13:50:00,AMAT,1.379418154101586e-05,0.013793306425213814,0.0006759040406905115,0.3545307219028473,1.0
2025-05-02 13:50:00,MU,4.4606049414142035e-06,0.004460575524717569,0.001233273884281516,0.11465061455965042,1.0
2025-05-02 13:50:00,AMD,2.8883903269161237e-06,0.0028883819468319416,0.0011614696122705936,0.07424036413431168,1.0
2025-05-02 13:50:00,AVGO,-4.613381463514088e-07,-0.0004613380879163742,0.0005265558720566332,-0.011857818812131882,-1.0
2025-05-02 14:20:00,AMD,2.1800975446240045e-05,0.02179752103984356,0.0005047445883974433,0.28920233249664307,1.0
2025-05-02 14:20:00,AMAT,1.932971463247668e-05,0.019327307119965553,0.0005462461849674582,0.2564283311367035,1.0
2025-05-02 14:20:00,MU,1.696110120974481e-05,0.016959473490715027,0.00024582105106674135,0.22501270473003387,1.0
2025-05-02 14:20:00,NVDA,1.466820413043024e-05,0.014667152427136898,0.0004797313595190644,0.1945989429950714,1.0
2025-05-02 14:20:00,AVGO,2.619732867970015e-06,0.0026197268161922693,0.00043929225648753345,0.034757670015096664,1.0
2025-05-02 14:50:00,AVGO,3.3585394703550264e-05,0.03357277065515518,4.8860332753974944e-05,0.285174161195755,1.0
2025-05-02 14:50:00,MU,3.0121156669338234e-05,0.030112048611044884,-9.376488014822826e-05,0.25577807426452637,1.0
2025-05-02 14:50:00,NVDA,2.1446458049467765e-05,0.021443169564008713,0.00021863180154468864,0.18214279413223267,1.0
2025-05-02 14:50:00,AMAT,1.9165297999279574e-05,0.019162951037287712,-0.00025703635765239596,0.16277413070201874,1.0
2025-05-02 14:50:00,AMD,1.3437110283121001e-05,0.013436300680041313,0.0004053506418131292,0.11413076519966125,1.0
2025-05-02 15:20:00,MU,3.0303863240987994e-05,0.030294587835669518,9.974490967579186e-05,0.4919483959674835,1.0
2025-05-02 15:20:00,AMAT,-9.954582310456317e-06,-0.00995425321161747,0.0005817371420562267,-0.1616453379392624,-1.0
2025-05-02 15:20:00,AVGO,-9.424715244676918e-06,-0.00942443497478962,0.00041526718996465206,-0.15304170548915863,-1.0
2025-05-02 15:20:00,AMD,6.656378900515847e-06,0.006656280253082514,0.001041861716657877,0.10809013992547989,1.0
2025-05-02 15:20:00,NVDA,-5.251317361398833e-06,-0.005251268856227398,0.00047961191739887,-0.08527441322803497,-1.0
2025-05-02 15:50:00,AMAT,2.6590229026624e-05,0.0265839621424675,2.5782001102925278e-05,0.2500832676887512,1.0
2025-05-02 15:50:00,AMD,2.6093162887264043e-05,0.026087239384651184,-0.0005709473043680191,0.24541044235229492,1.0
2025-05-02 15:50:00,MU,2.4132685211952776e-05,0.024128001183271408,-0.0008047791779972613,0.2269793152809143,1.0
2025-05-02 15:50:00,NVDA,1.5178374269453343e-05,0.015177207998931408,-0.00042638639570213854,0.1427765190601349,1.0
2025-05-02 15:50:00,AVGO,1.432501903764205e-05,0.014324038289487362,0.00012266477278899401,0.13475050032138824,1.0
2025-05-05 12:50:00,NVDA,5.498712198459543e-06,0.005498656537383795,-0.0003528169763740152,0.313588410615921,1.0
2025-05-05 12:50:00,AMD,5.11474263475975e-06,0.005114697851240635,-0.0002042647683992982,0.29169124364852905,1.0
2025-05-05 12:50:00,AMAT,-4.031166099593975e-06,-0.004031144082546234,0.00010804441990330815,-0.2298961728811264,-1.0
2025-05-05 12:50:00,MU,-2.203378926424193e-06,-0.002203375333920121,0.0,-0.12565851211547852,-1.0
